DATE,SOFR,SOFR30DAYAVG,SOFR90DAYAVG,SOFR180DAYAVG,SOFRINDEX
2021-02-19,0.02,0.04833,0.07045,0.07874,1.04205746
2021-02-22,0.03,0.04533,0.06945,0.07779,1.0420592
2021-02-23,0.01,0.04467,0.06901,0.07757,1.04206007
2021-02-24,0.02,0.04333,0.06823,0.07724,1.04206036
2021-02-25,0.03,0.042,0.06756000000000001,0.07696,1.04206094
2021-02-26,0.01,0.042,0.06701,0.07674,1.04206181
2021-03-01,0.02,0.038669999999999996,0.06456,0.07551000000000001,1.04206267
2021-03-02,0.04,0.03733,0.06389,0.07513,1.04206325
2021-03-03,0.04,0.03667,0.06345,0.07479,1.04206441
2021-03-04,0.02,0.03567,0.063,0.07451,1.04206557
2021-03-05,0.02,0.034,0.062229999999999994,0.07412,1.04206615
2021-03-08,0.02,0.031330000000000004,0.06,0.07296,1.04206788
2021-03-09,0.02,0.031330000000000004,0.05945,0.07257000000000001,1.04206846
2021-03-10,0.02,0.031330000000000004,0.05878,0.07218,1.04206904
2021-03-11,0.01,0.031330000000000004,0.058120000000000005,0.07178999999999999,1.04206962
2021-03-12,0.01,0.03,0.057339999999999995,0.07135,1.04206991
2021-03-15,0.01,0.025330000000000002,0.055,0.06996000000000001,1.04207078
2021-03-16,0.01,0.024,0.054110000000000005,0.06946000000000001,1.04207107
2021-03-17,0.01,0.02267,0.05322999999999999,0.06896000000000001,1.04207136
2021-03-18,0.01,0.021330000000000002,0.05234,0.06851,1.04207165
2021-03-19,0.01,0.01967,0.05145,0.06807,1.04207194
2021-03-22,0.01,0.017,0.048780000000000004,0.0669,1.04207281
2021-03-23,0.01,0.016669999999999997,0.04811,0.06662,1.04207309
2021-03-24,0.01,0.01633,0.047560000000000005,0.06629,1.04207338
2021-03-25,0.01,0.01567,0.04678,0.0659,1.04207367
2021-03-26,0.01,0.01567,0.046,0.06551,1.04207396
2021-03-29,0.01,0.014669999999999999,0.04356,0.0644,1.04207483
2021-03-30,0.01,0.014669999999999999,0.04256,0.06401,1.04207512
2021-03-31,0.01,0.014669999999999999,0.04167,0.06362000000000001,1.04207541
2021-04-01,0.01,0.01433,0.041,0.06312000000000001,1.0420757
2021-04-05,0.01,0.01167,0.038,0.06118,1.04207686
2021-04-06,0.01,0.01133,0.03689,0.06072999999999999,1.04207715
2021-04-07,0.01,0.011,0.03589,0.06034,1.04207744
2021-04-08,0.01,0.01067,0.03489,0.0599,1.04207773
2021-04-09,0.01,0.010329999999999999,0.034,0.05945,1.04207802
2021-04-12,0.01,0.01,0.031330000000000004,0.058120000000000005,1.04207888
2021-04-13,0.01,0.01,0.030560000000000004,0.057670000000000006,1.04207917
2021-04-14,0.01,0.01,0.02978,0.057170000000000006,1.04207946
2021-04-15,0.01,0.01,0.029,0.056729999999999996,1.04207975
2021-04-16,0.01,0.01,0.02822,0.05629,1.04208004
2021-04-19,0.01,0.01,0.025889999999999996,0.05501,1.04208091
2021-04-20,0.01,0.01,0.02522,0.05467,1.0420812
2021-04-21,0.01,0.01,0.024669999999999997,0.05434,1.04208149
2021-04-22,0.01,0.01,0.02433,0.05395,1.04208178
2021-04-23,0.01,0.01,0.02389,0.05356,1.04208207
2021-04-26,0.01,0.01,0.02245,0.05227999999999999,1.04208294
2021-04-27,0.01,0.01,0.02222,0.0519,1.04208323
2021-04-28,0.01,0.01,0.022,0.05145,1.04208352
2021-04-29,0.01,0.01,0.02167,0.05101,1.04208381
2021-04-30,0.01,0.01,0.02111,0.05056,1.04208409
2021-05-03,0.01,0.01,0.01933,0.04906,1.04208496
2021-05-04,0.01,0.01,0.01867,0.04856,1.04208525
2021-05-05,0.01,0.01,0.018,0.048010000000000004,1.04208554
2021-05-06,0.01,0.01,0.01756,0.047510000000000004,1.04208583
2021-05-07,0.01,0.01,0.01744,0.04701,1.04208612
2021-05-10,0.01,0.01,0.01711,0.04551,1.04208699
2021-05-11,0.01,0.01,0.016669999999999997,0.045,1.04208728
2021-05-12,0.01,0.01,0.01611,0.04456,1.04208757
2021-05-13,0.01,0.01,0.01556,0.04412,1.04208786
2021-05-14,0.01,0.01,0.01511,0.04367,1.04208815
2021-05-17,0.01,0.01,0.01378,0.04228,1.04208902
2021-05-18,0.01,0.01,0.013219999999999999,0.04195,1.04208931
2021-05-19,0.01,0.01,0.01267,0.04167,1.04208959
2021-05-20,0.01,0.01,0.012440000000000001,0.04145,1.04208988
2021-05-21,0.01,0.01,0.012329999999999999,0.04123,1.04209017
2021-05-24,0.01,0.01,0.011890000000000001,0.04045,1.04209104
2021-05-25,0.01,0.01,0.011890000000000001,0.040060000000000005,1.04209133
2021-05-26,0.01,0.01,0.01178,0.03967,1.04209162
2021-05-27,0.01,0.01,0.011559999999999999,0.03928,1.04209191
2021-05-28,0.01,0.01,0.011559999999999999,0.03889,1.0420922
2021-06-01,0.01,0.01,0.01111,0.03728,1.04209336
2021-06-02,0.01,0.01,0.01078,0.03689,1.04209365
2021-06-03,0.01,0.01,0.01067,0.03645,1.04209394
2021-06-04,0.01,0.01,0.01056,0.036,1.04209423
2021-06-07,0.01,0.01,0.01022,0.034839999999999996,1.04209509
2021-06-08,0.01,0.01,0.01011,0.03445,1.04209538
2021-06-09,0.01,0.01,0.01,0.03406,1.04209567
2021-06-10,0.01,0.01,0.01,0.03367,1.04209596
2021-06-11,0.01,0.01,0.01,0.033280000000000004,1.04209625
2021-06-14,0.01,0.01,0.01,0.032060000000000005,1.04209712
2021-06-15,0.01,0.01,0.01,0.03161,1.04209741
2021-06-16,0.01,0.01,0.01,0.03117,1.0420977
2021-06-17,0.05,0.01,0.01,0.030719999999999997,1.04209799
2021-06-18,0.05,0.01133,0.010440000000000001,0.0305,1.04209944
2021-06-21,0.05,0.015330000000000002,0.01178,0.02995,1.04210378
2021-06-22,0.05,0.016669999999999997,0.01222,0.029889999999999996,1.04210523
2021-06-23,0.05,0.018,0.01267,0.02972,1.04210667
2021-06-24,0.05,0.01933,0.01311,0.029560000000000003,1.04210812
2021-06-25,0.05,0.020669999999999997,0.01356,0.02939,1.04210957
2021-06-28,0.05,0.024669999999999997,0.01489,0.02872,1.04211391
2021-06-29,0.05,0.026,0.015330000000000002,0.0285,1.04211536
2021-06-30,0.05,0.02733,0.015780000000000002,0.02839,1.0421168
2021-07-01,0.05,0.028669999999999998,0.01622,0.02828,1.04211825
2021-07-02,0.05,0.03,0.016669999999999997,0.02817,1.0421197
2021-07-06,0.05,0.03533,0.01844,0.02717,1.04212549
2021-07-07,0.05,0.03667,0.01889,0.026889999999999997,1.04212694
2021-07-08,0.05,0.038,0.01933,0.02667,1.04212838
2021-07-09,0.05,0.039330000000000004,0.019780000000000002,0.02645,1.04212983
2021-07-12,0.05,0.04333,0.02111,0.025830000000000002,1.04213417
2021-07-13,0.05,0.04467,0.02156,0.02567,1.04213562
2021-07-14,0.05,0.046,0.022,0.0255,1.04213707
2021-07-15,0.05,0.047330000000000004,0.02245,0.025330000000000002,1.04213852
2021-07-16,0.05,0.04867,0.02289,0.025169999999999998,1.04213996
2021-07-19,0.05,0.05,0.02422,0.02472,1.04214431
2021-07-20,0.05,0.05,0.024669999999999997,0.024669999999999997,1.04214575
2021-07-21,0.05,0.05,0.02511,0.02472,1.0421472
2021-07-22,0.05,0.05,0.02556,0.02472,1.04214865
2021-07-23,0.05,0.05,0.026,0.02472,1.0421501
2021-07-26,0.05,0.05,0.02733,0.02478,1.04215444
2021-07-27,0.05,0.05,0.027780000000000003,0.02489,1.04215589
2021-07-28,0.05,0.05,0.02822,0.02495,1.04215733
2021-07-29,0.05,0.05,0.028669999999999998,0.02489,1.04215878
2021-07-30,0.05,0.05,0.029110000000000004,0.02483,1.04216023
2021-08-02,0.05,0.05,0.03045,0.02456,1.04216457
2021-08-03,0.05,0.05,0.030889999999999997,0.02445,1.04216602
2021-08-04,0.05,0.05,0.031330000000000004,0.02445,1.04216746
2021-08-05,0.05,0.05,0.03178,0.02461,1.04216891
2021-08-06,0.05,0.05,0.03222,0.02478,1.04217036
2021-08-09,0.05,0.05,0.03356,0.02511,1.0421747
2021-08-10,0.05,0.05,0.034,0.02506,1.04217615
2021-08-11,0.05,0.05,0.03445,0.025,1.0421776
2021-08-12,0.05,0.05,0.03489,0.025,1.04217904
2021-08-13,0.05,0.05,0.03533,0.025,1.04218049
2021-08-16,0.05,0.05,0.03667,0.02495,1.04218483
2021-08-17,0.05,0.05,0.037110000000000004,0.02489,1.04218628
2021-08-18,0.05,0.05,0.03756,0.025,1.04218773
2021-08-19,0.05,0.05,0.038,0.025169999999999998,1.04218918
2021-08-20,0.05,0.05,0.03845,0.025330000000000002,1.04219062
2021-08-23,0.05,0.05,0.03978,0.025830000000000002,1.04219497
2021-08-24,0.05,0.05,0.04022,0.026,1.04219641
2021-08-25,0.05,0.05,0.04067,0.02611,1.04219786
2021-08-26,0.05,0.05,0.04111,0.02634,1.04219931
2021-08-27,0.05,0.05,0.04156,0.026560000000000004,1.04220076
2021-08-30,0.05,0.05,0.04289,0.027,1.0422051
2021-08-31,0.05,0.05,0.04334,0.02706,1.04220655
2021-09-01,0.05,0.05,0.04378,0.027219999999999998,1.04220799
2021-09-02,0.05,0.05,0.044219999999999995,0.027389999999999998,1.04220944
2021-09-03,0.05,0.05,0.04467,0.02756,1.04221089
2021-09-07,0.05,0.05,0.04645,0.02822,1.04221668
2021-09-08,0.05,0.05,0.04689,0.02845,1.04221813
2021-09-09,0.05,0.05,0.04734,0.028669999999999998,1.04221957
2021-09-10,0.05,0.05,0.04778,0.02889,1.04222102
2021-09-13,0.05,0.05,0.04911,0.029560000000000003,1.04222536
2021-09-14,0.05,0.05,0.04956,0.02978,1.04222681
2021-09-15,0.05,0.05,0.05,0.03,1.04222826
2021-09-16,0.05,0.05,0.05,0.03022,1.04222971
2021-09-17,0.05,0.05,0.05,0.03045,1.04223115
2021-09-20,0.05,0.05,0.05,0.031110000000000002,1.0422355
2021-09-21,0.05,0.05,0.05,0.03134,1.04223694
2021-09-22,0.05,0.05,0.05,0.031560000000000005,1.04223839
2021-09-23,0.05,0.05,0.05,0.03178,1.04223984
2021-09-24,0.05,0.05,0.05,0.032,1.04224129
2021-09-27,0.05,0.05,0.05,0.03267,1.04224563
2021-09-28,0.05,0.05,0.05,0.032889999999999996,1.04224708
2021-09-29,0.05,0.05,0.05,0.03311,1.04224853
2021-09-30,0.05,0.05,0.05,0.033339999999999995,1.04224997
2021-10-01,0.05,0.05,0.05,0.03356,1.04225142
2021-10-04,0.05,0.05,0.05,0.034230000000000003,1.04225576
2021-10-05,0.05,0.05,0.05,0.03445,1.04225721
2021-10-06,0.05,0.05,0.05,0.03467,1.04225866
2021-10-07,0.05,0.05,0.05,0.03489,1.04226011
2021-10-08,0.05,0.05,0.05,0.03511,1.04226155
2021-10-12,0.05,0.05,0.05,0.036,1.04226734
2021-10-13,0.05,0.05,0.05,0.03623,1.04226879
2021-10-14,0.05,0.05,0.05,0.03645,1.04227024
2021-10-15,0.05,0.05,0.05,0.03667,1.04227169
2021-10-18,0.05,0.05,0.05,0.03734,1.04227603
2021-10-19,0.03,0.05,0.05,0.03756,1.04227748
2021-10-20,0.03,0.04933,0.04978,0.03767,1.04227835
2021-10-21,0.03,0.04867,0.04956,0.03778,1.04227921
2021-10-22,0.05,0.048,0.049339999999999995,0.03789,1.04228008
2021-10-25,0.04,0.048,0.049339999999999995,0.038560000000000004,1.04228443
2021-10-26,0.05,0.04767,0.04923,0.03873,1.04228558
2021-10-27,0.05,0.04767,0.04923,0.03895,1.04228703
2021-10-28,0.05,0.04767,0.04923,0.039169999999999996,1.04228848
2021-10-29,0.05,0.04767,0.04923,0.039389999999999994,1.04228993
2021-11-01,0.05,0.04767,0.04923,0.040060000000000005,1.04229427
2021-11-02,0.05,0.04767,0.04923,0.04028,1.04229572
2021-11-03,0.05,0.04767,0.04923,0.0405,1.04229716
2021-11-04,0.05,0.04767,0.04923,0.04073,1.04229861
2021-11-05,0.05,0.04767,0.04923,0.04095,1.04230006
2021-11-08,0.05,0.04767,0.04923,0.04162,1.0423044
2021-11-09,0.05,0.04767,0.04923,0.041839999999999995,1.04230585
2021-11-10,0.05,0.04767,0.04923,0.04206,1.0423073
2021-11-12,0.05,0.04767,0.04923,0.0425,1.04231019
2021-11-15,0.05,0.04767,0.04923,0.04317,1.04231454
2021-11-16,0.05,0.04767,0.04923,0.04339,1.04231598
2021-11-17,0.05,0.04767,0.04923,0.04362,1.04231743
2021-11-18,0.05,0.04767,0.04923,0.04384,1.04231888
2021-11-19,0.05,0.04833,0.04923,0.04406,1.04232033
2021-11-22,0.05,0.04967,0.04923,0.04473,1.04232467
2021-11-23,0.05,0.04967,0.04923,0.04495,1.04232612
2021-11-24,0.05,0.04967,0.04923,0.04517,1.04232757
2021-11-26,0.05,0.05,0.04923,0.04562,1.04233046
2021-11-29,0.05,0.05,0.04923,0.04628,1.0423348
2021-11-30,0.05,0.05,0.04923,0.04651,1.04233625
2021-12-01,0.05,0.05,0.04923,0.04673,1.0423377
2021-12-02,0.05,0.05,0.04923,0.04695,1.04233915
2021-12-03,0.05,0.05,0.04923,0.04717,1.04234059
2021-12-06,0.05,0.05,0.04923,0.04784,1.04234494
2021-12-07,0.05,0.05,0.04923,0.048060000000000005,1.04234639
2021-12-08,0.05,0.05,0.04923,0.04828,1.04234783
2021-12-09,0.05,0.05,0.04923,0.048510000000000005,1.04234928
2021-12-10,0.05,0.05,0.04923,0.04873,1.04235073
2021-12-13,0.05,0.05,0.04923,0.049389999999999996,1.04235507
2021-12-14,0.05,0.05,0.04923,0.04962,1.04235652
2021-12-15,0.05,0.05,0.04923,0.04962,1.04235797
2021-12-16,0.05,0.05,0.04923,0.04962,1.04235941
2021-12-17,0.05,0.05,0.04923,0.04962,1.04236086
2021-12-20,0.04,0.05,0.04923,0.04962,1.04236521
2021-12-21,0.05,0.04967,0.04911,0.04956,1.04236636
2021-12-22,0.05,0.04967,0.04911,0.04956,1.04236781
2021-12-23,0.05,0.04967,0.04911,0.04956,1.04236926
2021-12-27,0.05,0.04967,0.04911,0.04956,1.04237505
2021-12-28,0.05,0.04967,0.04911,0.04956,1.0423765
2021-12-29,0.05,0.04967,0.04911,0.04956,1.04237795
2021-12-30,0.05,0.04967,0.04911,0.04956,1.04237939
2021-12-31,0.05,0.04967,0.04911,0.04956,1.04238084
2022-01-03,0.05,0.04967,0.04911,0.04956,1.04238518
2022-01-04,0.05,0.04967,0.04911,0.04956,1.04238663
2022-01-05,0.05,0.04967,0.04911,0.04956,1.04238808
2022-01-06,0.05,0.04967,0.04911,0.04956,1.04238953
2022-01-07,0.05,0.04967,0.04911,0.04956,1.04239098
2022-01-10,0.05,0.04967,0.04911,0.04956,1.04239532
2022-01-11,0.05,0.04967,0.04911,0.04956,1.04239677
2022-01-12,0.05,0.04967,0.04911,0.04956,1.04239821
2022-01-13,0.05,0.04967,0.04911,0.04956,1.04239966
2022-01-14,0.05,0.04967,0.04911,0.04956,1.04240111
2022-01-18,0.05,0.04967,0.049339999999999995,0.04956,1.0424069
2022-01-19,0.05,0.04967,0.04956,0.04956,1.04240835
2022-01-20,0.04,0.05,0.04978,0.04956,1.0424098
2022-01-21,0.05,0.04967,0.04967,0.049510000000000005,1.04241095
2022-01-24,0.04,0.04967,0.04978,0.049510000000000005,1.0424153
2022-01-25,0.05,0.04933,0.04967,0.04945,1.04241646
2022-01-26,0.04,0.04933,0.04967,0.04945,1.0424179
2022-01-27,0.04,0.049,0.04956,0.049389999999999996,1.04241906
2022-01-28,0.05,0.04867,0.04945,0.049339999999999995,1.04242022
2022-01-31,0.05,0.04867,0.04945,0.049339999999999995,1.04242456
2022-02-01,0.05,0.04867,0.04945,0.049339999999999995,1.04242601
2022-02-02,0.05,0.04867,0.04945,0.049339999999999995,1.04242746
2022-02-03,0.05,0.04867,0.04945,0.049339999999999995,1.04242891
2022-02-04,0.05,0.04867,0.04945,0.049339999999999995,1.04243036
2022-02-07,0.05,0.04867,0.04945,0.049339999999999995,1.0424347
2022-02-08,0.05,0.04867,0.04945,0.049339999999999995,1.04243615
2022-02-09,0.04,0.04867,0.04945,0.049339999999999995,1.04243759
2022-02-10,0.05,0.04833,0.049339999999999995,0.049280000000000004,1.04243875
2022-02-11,0.05,0.04833,0.049339999999999995,0.049280000000000004,1.0424402
2022-02-14,0.05,0.04833,0.049339999999999995,0.049280000000000004,1.04244454
2022-02-15,0.05,0.04833,0.049339999999999995,0.049280000000000004,1.04244599
2022-02-16,0.05,0.04833,0.049339999999999995,0.049280000000000004,1.04244744
2022-02-17,0.05,0.04833,0.049339999999999995,0.049280000000000004,1.04244889
2022-02-18,0.05,0.04833,0.049339999999999995,0.049280000000000004,1.04245034
2022-02-22,0.05,0.04867,0.049339999999999995,0.049280000000000004,1.04245613
2022-02-23,0.05,0.04867,0.049339999999999995,0.049280000000000004,1.04245757
2022-02-24,0.05,0.049,0.049339999999999995,0.049280000000000004,1.04245902
2022-02-25,0.05,0.049,0.049339999999999995,0.049280000000000004,1.04246047
2022-02-28,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.04246481
2022-03-01,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.04246626
2022-03-02,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.04246771
2022-03-03,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.04246916
2022-03-04,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.04247061
2022-03-07,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.04247495
2022-03-08,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.0424764
2022-03-09,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.04247784
2022-03-10,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.04247929
2022-03-11,0.05,0.04967,0.049339999999999995,0.049280000000000004,1.04248074
2022-03-14,0.05,0.05,0.049339999999999995,0.049280000000000004,1.04248508
2022-03-15,0.05,0.05,0.049339999999999995,0.049280000000000004,1.04248653
2022-03-16,0.05,0.05,0.049339999999999995,0.049280000000000004,1.04248798
2022-03-17,0.3,0.05,0.049339999999999995,0.049280000000000004,1.04248943
2022-03-18,0.3,0.05832999999999999,0.052110000000000004,0.05067,1.04249812
2022-03-21,0.29,0.08334,0.06056,0.05484,1.04252418
2022-03-22,0.28,0.09134,0.06323,0.056170000000000005,1.04253258
2022-03-23,0.27,0.099,0.06577999999999999,0.05745,1.04254068
2022-03-24,0.27,0.10634,0.06823,0.058679999999999996,1.0425485
2022-03-25,0.28,0.11367000000000001,0.07067000000000001,0.0599,1.04255632
2022-03-28,0.28,0.13667,0.07833999999999999,0.06373,1.04258065
2022-03-29,0.28,0.14434,0.0809,0.06501,1.04258876
2022-03-30,0.27,0.15200999999999998,0.08345,0.06629,1.04259687
2022-03-31,0.29,0.15934,0.0859,0.06751,1.04260469
2022-04-01,0.3,0.16734000000000002,0.08856,0.06884,1.04261309
2022-04-04,0.3,0.19235,0.0969,0.07301,1.04263915
2022-04-05,0.3,0.20068,0.09967999999999999,0.0744,1.04264784
2022-04-06,0.3,0.20901999999999998,0.10246,0.07579,1.04265653
2022-04-07,0.3,0.21735,0.10524000000000001,0.07718,1.04266522
2022-04-08,0.3,0.22569,0.10801,0.07857,1.04267391
2022-04-11,0.3,0.25069,0.11635,0.08274,1.04269997
2022-04-12,0.29,0.25903000000000004,0.11913,0.08413,1.04270866
2022-04-13,0.29,0.26703000000000005,0.1218,0.08546000000000001,1.04271706
2022-04-14,0.29,0.27503,0.12445999999999999,0.0868,1.04272546
2022-04-18,0.29,0.29036999999999996,0.13513,0.09224,1.04275906
2022-04-19,0.28,0.29003,0.1378,0.09369,1.04276746
2022-04-20,0.27,0.28936999999999996,0.14035999999999998,0.09508,1.04277557
2022-04-21,0.26,0.2887,0.14290999999999998,0.0963,1.04278339
2022-04-22,0.27,0.28803,0.14525,0.09747,1.04279092
2022-04-25,0.27,0.2877,0.15269000000000002,0.10119,1.04281438
2022-04-26,0.27,0.28736999999999996,0.15514,0.10240999999999999,1.04282221
2022-04-27,0.28,0.28703,0.1577,0.10364000000000001,1.04283003
2022-04-28,0.28,0.28703,0.16036,0.10492,1.04283814
2022-04-29,0.28,0.28703,0.16292,0.10619,1.04284625
2022-05-02,0.3,0.28636999999999996,0.17059000000000002,0.11002999999999999,1.04287058
2022-05-03,0.3,0.28636999999999996,0.17337,0.11142,1.04287927
2022-05-04,0.3,0.28636999999999996,0.17615,0.11281,1.04288796
2022-05-05,0.79,0.28636999999999996,0.17893,0.1142,1.04289665
2022-05-06,0.78,0.3027,0.18715,0.11830999999999998,1.04291954
2022-05-09,0.78,0.35070999999999997,0.2115,0.13049000000000002,1.04298733
2022-05-10,0.78,0.36672,0.21961,0.13454000000000002,1.04300993
2022-05-11,0.78,0.38272,0.22784000000000001,0.1386,1.04303253
2022-05-12,0.79,0.39873000000000003,0.23596,0.14265999999999998,1.04305513
2022-05-13,0.79,0.4154,0.24418,0.14677,1.04307801
2022-05-16,0.8,0.46542,0.26886,0.15912,1.04314668
2022-05-17,0.8,0.48241999999999996,0.2772,0.16329000000000002,1.04316986
2022-05-18,0.79,0.49943000000000004,0.28554,0.16746,1.04319305
2022-05-19,0.79,0.5161,0.29377,0.17157,1.04321594
2022-05-20,0.78,0.5331100000000001,0.302,0.17569,1.04323883
2022-05-23,0.78,0.5844600000000001,0.32635,0.18786,1.04330664
2022-05-24,0.78,0.60147,0.33447,0.19192,1.04332925
2022-05-25,0.78,0.61848,0.34259,0.19598,1.04335185
2022-05-26,0.78,0.63549,0.3507,0.20004,1.04337446
2022-05-27,0.78,0.6525,0.35882,0.2041,1.04339706
